Lectio brevis (Ier 3, 25b);Lecture brève (Ier 3, 25b)
Dómino Deo nostro peccávimus nos et patres nostri ab adulescéntia nostra usque ad hanc diem et non audívimus vocem Dómini Dei nostri.;c'est contre le Seigneur notre Dieu Que nous avons péché, nous et nos pères, Dès notre jeunesse et jusqu'à ce jour, Et nous n'avons pas écouté la voix du Seigneur notre Dieu.
