Lectio brevis (1 Cor 1, 25. 27a);Lecture brève (1 Cor 1, 25. 27a)
Quod stultum est Dei, sapiéntius est homínibus, et quod infírmum est Dei, fórtius est homínibus. Quæ stulta sunt mundi, elégit Deus, ut confúndat sapiéntes.;Car ce qui serait folie de Dieu est plus sage que la sagesse des hommes, et ce qui serait faiblesse de Dieu est plus fort que la force des hommes. Mais ce que le monde tient pour insensé, c'est ce que Dieu a choisi pour confondre les sages.
