Lectio brevis (Hebr 5, 8-10);Lecture brève (Hebr 5, 8-10)
Christus cum esset Fílius, dídicit ex his, quæ passus est, oboediéntiam et, consummátus, factus est ómnibus oboediéntibus sibi auctor salútis ætérnæ, appellátus a Deo póntifex iuxta órdinem Melchísedech.;"Le Christ a appris, tout Fils qu'il est, par ses propres souffrances, ce que c'est qu'obéir; et maintenant que le voilà au terme, il sauve à jamais tous ceux qui lui obéissent. Dieu l'ayant déclaré ""grand prêtre selon l'ordre de Melchisédech."
