Lectio brevis (Rom 3, 23-25a);Lecture brève (Rom 3, 23-25a)
"Omnes peccavérunt et egent glória Dei, iustificáti gratis per grátiam ipsíus per redemptiónem, quæ est in Christo Iesu; quem propósuit Deus propitiatórium per fidem in sánguine ipsíus ad ostensiónem iustítiæ suæ..";Tous les hommes sont pécheurs, ils sont tous privés de la gloire de Dieu, lui qui leur donne d'être des justes par sa seule grâce, en vertu de la rédemption accomplie dans le Christ Jésus. Car Dieu a exposé le Christ sur la croix afin que, par l'offrande de son sang, il soit le pardon pour ceux qui croient en lui. Ainsi Dieu voulait manifester sa justice.
