Lectio brevis (1 Io 2, 8b-10);Lecture brève (1 Io 2, 8b-10)
Ténebræ tránseunt, et lumen verum iam lucet. Qui dicit se in luce esse et fratrem suum odit, in ténebris est usque adhuc. Qui díligit fratrem suum, in lúmine manet, et scándalum ei non est.;Les ténèbres se dissipent et déjà brille la véritable lumière. Celui qui dit être dans la lumière et qui hait son frère est encore dans les ténèbres. Celui qui aime son frère, demeure dans la lumière, et il n'y a en lui aucun sujet de chute. 
