Lectio brevis (Is 49, 7b);Lecture brève ( Is 49, 7b)
Reges vidébunt et consúrgent, príncipes quoque et adorábunt propter Dóminum, quia fidélis est, Sanctum Israel, qui elégit te.;Des rois te verront et se lèveront, des princes, et ils se prosterneront, à cause du Seigneur qui est fidèle, et du Saint d'Israël qui t'a choisi.
