Lectio brevis (I Sam 16, 7b);Lecture brève (I Sam 16, 7b)
Non iuxta intúitum hóminis ego iúdico: homo enim videt ea, quæ parent, Dóminus autem intuétur cor.;Dieu ne regarde pas comme les hommes, car les hommes regardent l'apparence, mais le Seigneur regarde le coeur.
