Lectio brevis (Hebr 12, 1b-2);Lecture brève (Hebr 12, 1b-2)
Deponéntes omne pondus et circúmstans nos peccátum, per patiéntiam currámus propósitum nobis certámen, aspiciéntes in auctórem fídei et consummatórem Iesum, qui pro gáudio sibi propósito sustínuit crucem, confusióne contémpta, atque in déxtera throni Dei sedet.;Rejetant tout fardeau et le péché qui nous entoure, courons avec persévérance dans la carrière qui nous est ouverte, les yeux fixés sur l'auteur et le consommateur de la foi, Jésus, qui, au lieu de la joie qu'Il avait devant Lui, a souffert la Croix, méprisant l'ignominie, et S'est assis à la droite du trône de Dieu.
