Lectio brevis (Sap 1, 1-2);Lecture brève (Hebr 12, 1b-2)
Dilígite iustítiam, qui iudicátis terram, sentíte de Dómino in bonitáte et in simplicitáte cordis quærite illum, quóniam invenítur ab his, qui non tentant illum, se autem maniféstat eis, qui fidem habent in illum.;"Aimez la justice, vous qui jugez la terre. ayez du Seigneur des sentiments dignes de Lui, et cherchez-Le dans la simplicité du coeur; car ceux qui ne Le tentent pas Le trouvent, et Il Se manifeste à ceux qui ont confiance en Lui."
