Lectio brevis (Deut 4, 39-40a);Lecture brève (Deut 4, 39-40a)
Scito hódie et cogitáto in corde tuo quod Dóminus ipse sit Deus in cælo sursum et in terra deórsum, et non sit álius. Custódi præcépta eius atque mandáta, quæ ego præcípio tibi hódie.;"Sache donc en ce jour et grave dans ton coeur que c'est Yahweh qui est Dieu, en haut dans le ciel et en bas sur la terre; il n'y en a point d'autre. Observe ses lois et ses commandements que je te prescris aujourd'hui."
