Lectio brevis (Zac 12, 10-11a);Lecture brève (Zac 12, 10-11a)
"Effúndam super domum David et super habitatóres Ierúsalem spíritum grátiæ et precum; et aspícient ad me. Quem confixérunt, plangent quasi planctu super unigénitum et dolébunt super eum, ut doléri solet super primogénitum. In die illa magnus erit planctus in Ierúsalem.";"Je répandrai sur la maison de David et sur l'habitant de Jérusalem un esprit de grâce et de supplication, et ils tourneront les yeux vers moi qu'ils ont transpercé. Et ils feront le deuil sur lui, comme on fait le deuil sur un fils unique; ils pleureront amèrement sur lui, comme on pleure amèrement sur un premier-né. En ce jour-là, le deuil sera grand à Jérusalem."
