Lectio brevis (1 Th 5, 4-5);Lecture brève (1 Th 5, 4-5)
"Vos, fratres, non estis in ténebris, ut vos dies ille tamquam fur comprehéndat; omnes enim vos fílii lucis estis et fílii diéi. Non sumus noctis neque tenebrárum.";"Frères, puisque vous n'êtes pas dans les ténèbres, le jour du Seigneur ne vous surprendra pas comme un voleur. En effet, vous êtes tous des fils de la lumière, des fils du jour; nous n'appartenons pas à la nuit et aux ténèbres."
