Lectio brevis (Iac 3, 17-18);Lecture brève (Iac 3, 17-18)
"Quæ desúrsum est sapiéntia primum quidem pudíca est, deínde pacífica, modésta, suadíbilis, plena misericórdia et frúctibus bonis, non iúdicans, sine simulatióne; fructus autem iustítiæ in pace seminátur faciéntibus pacem.";Alors la sagesse d'en haut est premièrement pure, ensuite pacifique, condescendante, traitable, pleine de miséricorde et de bons fruits, sans partialité, sans hypocrisie. Le fruit de justice se sème dans la paix par ceux qui pratiquent la paix.
