Lectio brevis (1 Tim 2, 4-6);Lecture brève (1 Tim 2, 4-6)
Deus salvátor noster omnes hómines vult salvos fíeri et ad agnitiónem veritátis veníre. Unus enim Deus, unus et mediátor Dei et hóminum, homo Christus Iesus, qui dedit redemptiónem semetípsum pro ómnibus, testimónium tempóribus suis.;"Dieu notre rédempteur veut que tous les hommes soient sauvés et parviennent à la connaissance de la vérité. Car un seul (est) Dieu; un seul aussi (est) médiateur entre Dieu et les hommes, le Christ Jésus homme, qui s'est donné lui-même en rançon pour tous : le témoignage (en est produit) au temps voulu."
