Lectio brevis (Ap 3, 19-20);Lecture brève (Ap 3, 19-20)
Ego, quos amo, árguo et castígo. Æmuláre ergo et pæniténtiam age. Ecce sto ad óstium et pulso. Si quis audíerit vocem meam et aperúerit iánuam, introíbo ad illum et cenábo cum illo et ipse mecum.;"Moi, je reprends et je châtie tous ceux que j'aime; aie donc du zèle et repens-toi. Voici que je me tiens à la porte et je frappe : si quelqu'un entend ma voix et ouvre la porte, j'entrerai chez toi, je souperai avec lui et lui avec moi. "
