Lectio brevis (Act 2, 42. 47a);Lecture brève ( Act 2, 42. 47a)
Erant fratres perseverántes in doctrína apostolórum et communicatióne, in fractióne panis et oratiónibus, collaudántes Deum et habéntes grátiam ad omnem plebem.;Ils étaient assidus à l'enseignement des apôtres et aux réunions communes, à la fraction du pain et aux prières, louant Dieu et ayant la faveur de tout le peuple. 
