Lectio brevis (1 Cor 13, 4-7);Lecture brève (1 Cor 13, 4-7)
"Cáritas pátiens est, benígna est cáritas, non æmulátur, non agit supérbe, non inflátur, non est ambitiósa, non quærit, quæ sua sunt, non irritátur, non cógitat malum, non gaudet super iniquitátem, congáudet autem veritáti; ómnia suffert, ómnia credit, ómnia sperat, ómnia sústinet.";"L'amour prend patience; I'amour rend service; I'amour ne jalouse pas; il ne se vante pas, ne se gonfle pas d'orgueil; il ne fait rien de malhonnête; il ne cherche pas son intérêt; il ne s'emporte pas; il n'entretient pas de rancune; il ne se réjouit pas de ce qui est mal, mais il trouve sa joie dans ce qui est vrai; il supporte tout, il fait confiance en tout, il espère tout, il endure tout."
