Lectio brevis (Sap 11, 23-24a);Lecture brève (Sap 11, 23-24a)
"Miseréris ómnium, Dómine, quia ómnia potes; et dissímulas peccáta hóminum propter pæniténtiam. Díligis enim ómnia, quæ sunt, et nihil odísti eórum, quæ fecísti.";Mais, parce que tu peux tout, tu as pitié de tous, et tu fermes les yeux sur les péchés des hommes pour qu'ils se repentent.Car tu aimes toutes les créatures, et vous ne haïs rien de ce que tu as fait.
