Lectio brevis (Iac 4, 7-8.10);Lecture brève (Iac 4, 7-8.10)
"Subicímini Deo; resístite Diábolo, et fúgiet a vobis. Appropiáte Deo, et appropinquábit vobis. Emundáte manus, peccatóres, et purificáte corda, dúplices ánimo. Humiliámini in conspéctu Dómini, et exaltábit vos.";"Soumettez-vous donc à Dieu; résistez au diable, et il s'enfuira de vous. Approchez-vous de Dieu, et il s'approchera de vous. Nettoyez vos mains, pécheurs; purifiez vos coeurs, hommes à l'âme double. Humiliez-vous devant le Seigneur, et il vous élèvera. Frères, ne dites point de mal les uns des autres. "
