Lectio brevis (1 Cor 12, 13);Lecture brève (1 Cor 12, 13)
In uno Spíritu omnes nos in unum corpus baptizáti sumus, sive Iudæi sive Græci sive servi sive líberi, et omnes unum Spíritum potáti sumus.;Tous, en effet, nous avons été baptisés dans un seul esprit pour former un seul corps, soit Juifs, soit Grecs, soit esclaves, soit libres, et nous avons tous été abreuvés d'un seul Esprit. 
