Lectio brevis (Is 22, 22);Lecture brève (Is 22, 22)
"Dabo clavem domus David super úmerum eius; et apériet, et non erit qui claudat; et claudet, et non erit qui apériat.";"Je mettrai sur son épaule la clef de la maison de David, il ouvrira, et personne ne fermera; il fermera, et personne n'ouvrira. "
