Lectio brevis (Phil 2, 2b-4);Lecture brève (Phil 2, 2b-4)
Idem sápite, eándem caritátem habéntes, unánimes, idípsum sapiéntes, nihil per contentiónem neque per inánem glóriam, sed in humilitáte superióres sibi ínvicem arbitrántes, non, quæ sua sunt, sínguli considerántes, sed et ea, quæ aliórum.;"Ayez les mêmes dispositions, le même amour, les mêmes sentiments; recherchez l'unité. Ne soyez jamais intrigants ni vantards, mais ayez assez d'humilité pour estimer les autres supérieurs à vous-mêmes. Que chacun de vous ne soit pas préoccupé de lui-même, mais plutôt des autres."
