Lectio brevis (Ioel 2, 17);Lecture brève (Ioel 2, 17)
Inter vestíbulum et altáre plorent sacerdótes minístri Dómini et dicant: «Parce, Dómine, pópulo tuo et ne des hereditátem tuam in oppróbrium, ut dominéntur eis natiónes».;"Qu'entre le portique et l'autel, les prêtres, ministres du Seigneur, pleurent, et qu'ils disent : "" Seigneur, épargne ton peuple, et ne livre pas ton héritage à l'opprobre, pour être l'objet des moqueries des nations."""
