Lectio brevis (Rom 13, 11-12);Lecture brève (Rom 13, 11-12)
Hora est iam vos de somno súrgere, nunc enim própior est nobis salus quam cum credídimus. Nox procéssit, dies autem appropiávit. Abiciámus ergo ópera tenebrárum, et induámur arma lucis.;
