Lectio brevis (Rom 1, 16-17);Lecture brève (Rom 1, 16-17)
Non erubésco evangélium: virtus enim Dei est in salútem omni credénti, Iudæo primum et Græco. Iustítia enim Dei in eo revelátur ex fide in fidem sicut scriptum est: Iustus autem ex fide vivet.;"Je n'ai point honte de l'Evangile; c'est une force divine pour le salut de tout homme qui croit, premièrement du Juif, puis du Grec. En effet, en lui est révélée une justice de Dieu qui vient de la foi et est destinée à la foi, selon qu'il est écrit : "" Le juste vivra par la foi. """
