Lectio brevis (2 Tim 1, 9);Lecture brève (2 Tim 1, 9)
Deus nos salvos fecit et vocávit vocatióne sancta, non secúndum ópera nostra sed secúndum propósitum suum et grátiam, quæ data est nobis in Christo Iesu ante témpora sæculária.;Dieu nous a sauvés, et il nous a donné une vocation sainte, non à cause de nos propres actes, mais à cause de son projet à lui et de sa grâce. Cette grâce nous avait été donnée dans le Christ Jésus avant tous les siècles.
