Lectio brevis (Act 13, 30-33);Lecture brève (Act 13, 30-33)
"Deus suscitávit Iesum a mórtuis; qui visus est per dies multos his, qui simul ascénderant cum eo de Galilæa in Ierúsalem, qui nunc sunt testes eius ad plebem. Et nos vobis evangelizámus eam, quæ ad patres promíssio facta est, quóniam hanc Deus adimplévit fíliis eórum, nobis resúscitans Iesum, sicut et in Psalmo secúndo scriptum est: Fílius meus es tu; ego hódie génui te.";"Dieu a ressuscité Jésus d'entre les morts; et pendant bon nombre de jours il est apparu à ceux qui étaient montés avec lui de la Galilée à Jérusalem, et qui maintenant sont ses témoins auprès du peuple. Nous aussi, nous vous annonçons que la promesse faite à (nos) près,
 Dieu l'a accomplie pour nous, leurs enfants, en ressuscitant Jésus, selon ce qui est écrit dans le psaume deuxième: Tu es mon Fils, je t'ai engendré aujourd'hui."
