Lectio brevis (2 Cor 13, 11);Lecture brève (Rom 13, 8. 10)
Fratres, gaudéte, perfécti estóte, exhortámini ínvicem, idem sápite, pacem habéte, et Deus dilectiónis et pacis erit vobíscum.;Frères, soyez dans la joie, cherchez la perfection, encouragez-vous, soyez d'accord entre vous, vivez en paix, et le Dieu d'amour et de paix sera avec vous.
