Lectio brevis (1 Cor 1, 18-19);Lecture brève (1 Cor 1, 18-19)
Verbum crucis pereúntibus quidem stultítia est, his autem, qui salvi fiunt, virtus Dei est. Scriptum est enim: Perdam sapiéntiam sapiéntium et prudéntiam prudéntium reprobábo.;"La doctrine de la croix est une folie pour ceux qui périssent; mais pour nous qui sommes sauvés, elle est une force divine. Car il est écrit : "" Je détruirai la sagesse des sages, et j'anéantirai la science des savants. "" "
