Lectio brevis (Iac 1, 27);Lecture brève (Iac 1, 27)
Relígio munda et immaculáta apud Deum et Patrem hæc est: visitáre pupíllos et víduas in tribulatióne eórum, immaculátum se custodíre ab hoc sæculo.;
