Lectio brevis (2 Tim 2, 8. 11-13);Lecture brève (2 Tim 2, 8. 11-13)
"Memor esto Iesum Christum resuscitátum esse a mórtuis, ex sémine David. Fidélis sermo: Nam si commórtui sumus, et convivémus; si sustinémus, et conregnábimus; si negábimus, et ille negábit nos; si non crédimus, ille fidélis manet, negáre enim seípsum non potest.";"Souviens-toi que Jésus-Christ, (issu) de la race de David, est ressuscité d'entre les 
morts, selon mon évangile, Sûre est la parole : Si nous sommes morts avec lui, nous vivrons aussi avec lui; si nous ne sommes pas fidèles, lui reste fidèle, car il ne peut se renier lui-même."
