Lectio brevis (Gal 5, 22. 23a. 25);Lecture brève (Am 9, 6)
Fructus autem Spíritus est cáritas, gáudium, pax, longanímitas, benígnitas, bónitas, fides, mansuetúdo, continéntia. Si vívimus Spíritu, Spíritu et ambulémus.;Voici ce que produit l'Esprit: amour, joie, paix, patience, bonté, bienveillance, foi, humilité et maîtrise de soi. Puisque l'Esprit nous fait vivre, laissons-nous conduire par l'Esprit.
