Lectio brevis (2 Cor 12, 9b-10);Lecture brève (2 Cor 12, 9b-10)
Libentíssime gloriábor in infirmitátibus meis, ut inhábitet in me virtus Christi. Propter quod pláceo mihi in infirmitátibus, in contuméliis, in necessitátibus, in persecutiónibus et in angústiis, pro Christo: cum enim infírmor, tunc potens sum.;"Je me glorifierai donc volontiers de mes faiblesses, afin que la force du Christ habite en moi. C'est pourquoi je me complais dans mes faiblesses, dans les outrages, dans les nécessités, dans les persécutions, dans les angoisses pour le Christ; car lorsque je suis faible, c'est alors que je suis fort."
