Lectio brevis (1 Petr 1, 22-23);Lecture brève (1 Petr 1, 22-23)
Animas vestras castificántes in oboediéntia veritátis ad fraternitátis amórem non fictum, ex corde ínvicem dilígite atténtius, renáti non ex sémine corruptíbili sed incorruptíbili per verbum Dei vivum et pérmanens.;"Rendez vos âmes pures par une obéissance d'amour, par la charité fraternelle; portez une attention continuelle à vous aimer les uns les autres du fond du coeur; ayant été régénérés, non par une semence corruptible, mais par une semence incorruptible, par la parole de Dieu, qui vit et demeure éternellement."
