Lectio brevis (1 Sam 15, 22);Lecture brève (1 Sam 15, 22)
Numquid vult Dóminus holocáusta aut víctimas et non pótius ut oboediátur voci Dómini? Mélior est enim oboediéntia quam víctimæ et auscultáre magis quam offérre ádipem aríetum.;Le Seigneur demande-t-Il des holocaustes et des victimes, et ne veut-Il pas plutôt que l'on obéisse à Sa voix? Car l'obéissance est meilleure que les victimes, et il vaut mieux écouter Sa voix, que de Lui offrir la graisse des béliers.
