Lectio brevis (Iac 2, 14. 17. 18b);Lecture brève (Iac 2, 14. 17. 18b)
Quid próderit, fratres mei, si fidem quis dicat se habére, ópera autem non hábeat? Numquid póterit fides salváre eum? Fides, si non hábeat ópera, mórtua est in semetípsa. Osténde mihi fidem tuam sine opéribus, et ego tibi osténdam ex opéribus meis fidem.;Que sert-il, mes frères, à un homme de dire qu'il a la foi, s'il n'a pas les oeuvres? Est-ce que cette foi pourra le sauver? Il en est de même de la foi : si elle n'a pas les oeuvres, elle est morte en elle-même. Montre-moi ta foi sans les oeuvres et moi, je te montrerai ma foi par mes oeuvres. 
