Lectio brevis (1 Cor 10, 24. 31);Lecture brève (1 Cor 10, 24. 31)
Nemo, quod suum est, quærat, sed quod alteríus. Sive ergo manducátis sive bíbitis sive áliud quid fácitis, ómnia in glóriam Dei fácite.;Que personne ne cherche son propre avantage, mais celui d'autrui. Soit donc que vous mangiez, soit que vous buviez, ou quelque autre chose que vous fassiez, faites tout pour la gloire de Dieu. 
