Lectio (Lc 2,16-21);Lecture (Lc 2,16-21)
 Et venerunt festinantes et invenerunt Mariam et Ioseph et infantem positum in praesepio. Videntes autem notum fecerunt verbum, quod dictum erat illis de puero hoc. Et omnes, qui audierunt, mirati sunt de his, quae dicta erant a pastoribus ad ipsos. Maria autem conservabat omnia verba haec conferens in corde suo. Et reversi sunt pastores glorificantes et laudantes Deum in omnibus, quae audierant et viderant, sicut dictum est ad illos. Et postquam consummati sunt dies octo, ut circumcideretur, vocatum est nomen eius Iesus, quod vocatum est ab angelo, priusquam in utero conciperetur.;Ils s'y rendirent en toute hâte, et trouvèrent Marie, Joseph et le nouveau-né couché dans la crèche. Après avoir vu, ils firent connaître ce qui leur avait été dit au sujet de cet enfant. Et tous ceux qui les entendirent furent dans l'admiration de ce que leur avaient dit les bergers. Quant à Maire, elle conservait avec soin toutes ces choses, les méditant dans son coeur. Et les bergers s'en retournèrent, glorifiant et louant Dieu de tout ce qu'il avaient entendu et vu, selon ce qui leur avait été dit. Les huit jours étant accomplis pour sa circoncision, il fut appelé du nom de Jésus, nom que l'ange avait donné avant qu'il eût été conçu dans le sein maternel.
