Lectio (Nb 6,22-27);Lecture (Nb 6,22-27)
"Locutusque est Dominus ad Moysen dicens: "" Loquere Aaron et filiis eius: Sic benedicetis filiis Israel et dicetis eis: ""Benedicat tibi Dominus et custodiat te! Illuminet Dominus faciem suam super te et misereatur tui! Convertat Dominus vultum suum ad te et det tibi pacem!"". Invocabuntque nomen meum super filios Israel, et ego benedicam eis "".";Le Seigneur parla à Moïse, en disant: «Parle à Aaron et à ses fils en disant: Vous bénirez ainsi les enfants d'Israël, vous leur direz: Que le Seigneur te bénisse et te garde! Que le Seigneur fasse luire sa face sur toi, et qu'il t'accorde sa grâce! Que le Seigneur lève sa face vers toi, et qu'il te donne la paix! C'est ainsi qu'ils mettront mon nom sur les enfants d'Israël, et je les bénirai.»
