Lectio (Lc 10,38-42);Lecture (Lc 10,38-42)
"Cum autem irent, ipse intravit in quoddam castellum, et mulier quaedam Martha nomine excepit illum. Et huic erat soror nomine Maria, quae etiam sedens secus pedes Domini audiebat verbum illius. Martha autem satagebat circa frequens ministerium; quae stetit et ait: "" Domine, non est tibi curae quod soror mea reliquit me solam ministrare? Dic ergo illi, ut me adiuvet "". Et respondens dixit illi Dominus: "" Martha, Martha, sollicita es et turbaris erga plurima, porro unum est necessarium; Maria enim optimam partem elegit, quae non auferetur ab ea "".";"Pendant qu'ils étaient en chemin, il entra dans un certain bourg, et une femme, nommée Marthe, le reçut dans sa maison. Elle avait une soeur, appelée marie, qui, s'étant même assise aux pieds du Seigneur, écoutait sa parole. Marthe, qui était occupée par maint service, se présenta, disant: "" Seigneur, vous n'avez cure que ma soeur me laissait seule faire le service? Dites-lui donc de m'aider. "" Le Seigneur lui répondit: "" Marthe, Marthe, vous vous inquiétez et vous agitez pour beaucoup de choses! Or il n'est besoin que de peu de choses ou d'une seule. Marie en effet a choisi la bonne part, qui ne lui sera point ôtée. "
