Lectio (Col 2,12-14);Lecture (Col 2,12-14)
"Consepulti ei in baptismo, in quo et conresuscitati estis per fidem operationis Dei, qui suscitavit illum a mortuis;  et vos, cum mortui essetis in delictis et praeputio carnis vestrae, convivificavit cum illo, donans nobis omnia delicta, delens, quod adversum nos erat, chirographum decretis, quod erat contrarium nobis, et ipsum tulit de medio affigens illud cruci;";"Ensevelis avec lui dans le baptême, vous avez été dans le même baptême ressuscités avec lui par votre foi à l'action de Dieu, qui l'a ressuscité d'entre les morts. Vous qui étiez morts par vos péchés et par l'incirconcision de votre chair, il vous a rendus à la vie avec lui, après nous avoir pardonné toutes nos offenses. Il a détruit l'acte qui était écrit contre nous et nous était contraire avec ses ordonnances, et il l'a fait disparaître en le clouant à la croix;"
