Lectio (Ga 6,14-18);Lecture (Ga 6,14-18)
"Mihi autem absit gloriari, nisi in cruce Domini nostri Iesu Christi, per quem mihi mundus crucifixus est, et ego mundo. Neque enim circumcisio aliquid est neque praeputium sed nova creatura. Et quicumque hanc regulam secuti fuerint, pax super illos et misericordia et super Israel Dei. De cetero nemo mihi molestus sit; ego enim stigmata Iesu in super corpore meo porto. Gratia Domini nostri Iesu Christi cum spiritu vestro, fratres. Amen.";"Pour moi, Dieu me garde de me glorifier, si ce n'est dans la croix de Notre Seigneur Jésus-Christ, par qui le monde est crucifié pour moi, comme je le suis pour le monde! Car en Jésus-Christ la circoncision n'est rien, l'incirconcision n'est rien; ce qui est, tout, c'est d'être une nouvelle créature. Paix et miséricorde sur tous ceux qui suivront cette règle, et sur l'Israël de Dieu! Au reste, que personne désormais ne me suscite plus d'embarras; car je porte sur mon corps les stigmates de Jésus. Frères, que la grâce de notre Seigneur Jésus-Christ soit avec votre esprit! Amen!"
