Lectio (1 R 17, 17-24);Lecture (1 R 17, 17-24)
"Factum est autem post haec, aegrotavit filius mulieris matris familiae; et erat languor fortis nimis, ita ut non remaneret in eo halitus. Dixit ergo ad Eliam: "" Quid mihi et tibi, vir Dei? Ingressus es ad me, ut rememorarentur iniquitates meae, et interficeres filium meum? "". Et ait ad eam: "" Da mihi filium tuum "". Tulitque eum de sinu illius et portavit in cenaculum, ubi ipse manebat, et posuit super lectulum suum; clamavitque ad Dominum et dixit: "" Domine Deus meus, etiamne viduam, apud quam ego ut hospes habito, afflixisti, ut interficeres filium eius? "". Et expandit se atque mensus est super puerum tribus vicibus et clamavit ad Dominum et ait: "" Domine Deus meus, revertatur, oro, anima pueri huius in viscera eius "". Et exaudivit Dominus vocem Eliae, et reversa est anima pueri intra eum, et revixit. Tulitque Elias puerum et deposuit eum de cenaculo in inferiorem domum et tradidit matri suae et ait illi: "" En vivit filius tuus "". Dixitque mulier ad Eliam: "" Nunc in isto cognovi quoniam vir Dei es tu, et verbum Domini in ore tuo verum est "".";"Après ces événements, le fils de la femme, maîtresse de la maison, devint malade, et sa maladie fut très violente, au point qu'il ne resta plus de souffle en lui. Alors cette femme dit à Elie: «Qu'ai-je à faire avec toi, homme de Dieu? Es-tu venu chez moi pour rappeler le souvenir de mes iniquités et pour faire mourir mon fils?» Il lui répondit: «Donne-moi ton fils.» Et il le prit du sein de la femme et, l'ayant monté dans la chambre haute où il demeurait, il le coucha sur son lit. Puis, il invoqua Yahweh, en disant: «Yahweh, mon Dieu, auriez-vous encore fait tomber le malheur sur cette veuve chez laquelle je demeure, jusqu'à faire mourir son file?» Et il s'étendit trois fois sur l'enfant, en invoquant Yahweh et en disant: «Yahweh, mon Dieu, je vous en prie, que l'âme de cet enfant revienne au dedans de lui!» Yahweh écouta la voix d'Elie, et l'âme de l'enfant revint au dedans de lui, et il fut rendu à la vie. Elie prit l'enfant, le descendit de la chambre haute dans la maison et le donna à sa mère; et Elie dit: «Voici que ton fils est vivant.» La femme dit à Elie: «Je reconnais maintenant que tu es un homme de Dieu, et que la parole de Yahweh dans ta bouche est vérité.»"
